7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974445042e-01,7.853981633974463916e-01,7.855921665421751188e-01,7.853981633974463916e-01,7.853981633974445042e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974329579e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974176368e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01
7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974791432e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974637111e-01,7.853981633974637111e-01,7.853981633974482790e-01,7.853981633974637111e-01,7.853981633974482790e-01,7.853981633974637111e-01,7.853981633974560506e-01,7.853981633974560506e-01,7.845293538853903570e-01,7.845293538853903570e-01,7.845293538853903570e-01,7.844816131851930496e-01,7.845293538853903570e-01,7.845293538853903570e-01,7.845293538853903570e-01,7.853981633974560506e-01,7.853981633974560506e-01,7.853981633974637111e-01,7.853981633974482790e-01,7.853981633974637111e-01,7.853981633974482790e-01,7.853981633974637111e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974791432e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974791432e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974791432e-01,7.853981633974482790e-01,7.853981633974174148e-01,7.853981633974791432e-01,7.853981633974174148e-01,7.853981633974791432e-01,7.853981633974791432e-01,7.853981633974174148e-01,7.853981633974791432e-01,7.853981633974791432e-01,7.853981633974174148e-01,7.853981633974791432e-01,7.853981633974791432e-01
7.853981633974482790e-01,7.853981633974174148e-01,7.853981633974174148e-01,7.853981633974174148e-01,7.853981633974482790e-01,7.853981633974174148e-01,7.853981633974174148e-01,7.853981633974328469e-01,7.853981633974328469e-01,7.853981633974174148e-01,7.853981633974328469e-01,7.853981633974174148e-01,7.853981633974251864e-01,7.853981633974251864e-01,7.880136761778014920e-01,7.880136761778014920e-01,7.880136761777996046e-01,7.876903580633617397e-01,7.880136761777996046e-01,7.880136761778014920e-01,7.880136761778014920e-01,7.853981633974251864e-01,7.853981633974251864e-01,7.853981633974328469e-01,7.853981633974328469e-01,7.853981633974174148e-01,7.853981633974328469e-01,7.853981633974174148e-01,7.853981633974328469e-01,7.853981633974482790e-01,7.853981633974174148e-01,7.853981633974174148e-01,7.853981633974482790e-01,7.853981633974174148e-01,7.853981633974174148e-01,7.853981633974174148e-01,7.853981633974482790e-01,7.853981633974174148e-01,7.853981633974174148e-01,7.853981633974174148e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633973865506e-01,7.853981633974482790e-01,7.853981633973865506e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633973865506e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633973865506e-01,7.853981633974482790e-01
7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974326249e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.818708411658270574e-01,7.818708411658309432e-01,7.818708411658329416e-01,7.821345249892754925e-01,7.818708411658329416e-01,7.818708411658309432e-01,7.818708411658309432e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974326249e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974168597e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01
7.853981633974482790e-01,7.853981633974794763e-01,7.853981633974794763e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974794763e-01,7.853981633974638221e-01,7.853981633974794763e-01,7.853981633974638221e-01,7.853981633974638221e-01,7.853981633974638221e-01,7.853981633974638221e-01,7.853981633974717047e-01,7.853981633974638221e-01,7.898034212442800461e-01,7.898034212442800461e-01,7.898034212442782698e-01,7.897149368654947654e-01,7.898034212442782698e-01,7.898034212442800461e-01,7.898034212442800461e-01,7.853981633974717047e-01,7.853981633974638221e-01,7.853981633974794763e-01,7.853981633974638221e-01,7.853981633974794763e-01,7.853981633974638221e-01,7.853981633974638221e-01,7.853981633974638221e-01,7.853981633974482790e-01,7.853981633974794763e-01,7.853981633974794763e-01,7.853981633974482790e-01,7.853981633974794763e-01,7.853981633974794763e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974794763e-01,7.853981633974794763e-01,7.853981633974482790e-01,7.853981633974794763e-01,7.853981633974482790e-01,7.853981633975105625e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633975105625e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633975105625e-01,7.853981633974482790e-01
7.853981633974482790e-01,7.853981633974166376e-01,7.853981633974166376e-01,7.853981633974482790e-01,7.853981633974166376e-01,7.853981633974166376e-01,7.853981633974324028e-01,7.853981633974166376e-01,7.853981633974324028e-01,7.853981633974324028e-01,7.853981633974166376e-01,7.853981633974324028e-01,7.853981633974245202e-01,7.853981633974324028e-01,7.840606697678642600e-01,7.840606697678603743e-01,7.840606697678622616e-01,7.840161483172376489e-01,7.840606697678622616e-01,7.840606697678603743e-01,7.840606697678603743e-01,7.853981633974245202e-01,7.853981633974245202e-01,7.853981633974166376e-01,7.853981633974324028e-01,7.853981633974166376e-01,7.853981633974166376e-01,7.853981633974324028e-01,7.853981633974166376e-01,7.853981633974166376e-01,7.853981633974166376e-01,7.853981633974166376e-01,7.853981633974482790e-01,7.853981633974166376e-01,7.853981633974166376e-01,7.853981633974482790e-01,7.853981633974166376e-01,7.853981633974166376e-01,7.853981633974166376e-01,7.853981633974482790e-01,7.853981633974166376e-01,7.853981633974482790e-01,7.853981633973848853e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633973848853e-01,7.853981633974482790e-01,7.853981633973848853e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633973848853e-01,7.853981633974482790e-01
7.853981633974482790e-01,7.853981633974802534e-01,7.853981633974802534e-01,7.853981633974482790e-01,7.853981633974802534e-01,7.853981633974802534e-01,7.853981633974642662e-01,7.853981633974642662e-01,7.853981633974642662e-01,7.853981633974642662e-01,7.853981633974802534e-01,7.853981633974642662e-01,7.853981633974642662e-01,7.853981633974642662e-01,7.827027521353291384e-01,7.827027521353331352e-01,7.827027521353331352e-01,7.826579519369831761e-01,7.827027521353331352e-01,7.827027521353331352e-01,7.827027521353331352e-01,7.853981633974642662e-01,7.853981633974722598e-01,7.853981633974722598e-01,7.853981633974642662e-01,7.853981633974642662e-01,7.853981633974802534e-01,7.853981633974642662e-01,7.853981633974802534e-01,7.853981633974802534e-01,7.853981633974802534e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974802534e-01,7.853981633974802534e-01,7.853981633974482790e-01,7.853981633974802534e-01,7.853981633974802534e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974802534e-01,7.853981633974482790e-01,7.853981633975123389e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633975123389e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633975123389e-01,7.853981633974482790e-01
7.853981633974482790e-01,7.853981633974163046e-01,7.853981633974163046e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974163046e-01,7.853981633974322918e-01,7.853981633974482790e-01,7.853981633974322918e-01,7.853981633974322918e-01,7.853981633974322918e-01,7.853981633974322918e-01,7.853981633974322918e-01,7.853981633974322918e-01,7.858488168144306396e-01,7.858488168144266428e-01,7.858488168144266428e-01,7.858037332008034337e-01,7.858488168144266428e-01,7.858488168144266428e-01,7.858488168144266428e-01,7.853981633974322918e-01,7.853981633974322918e-01,7.853981633974322918e-01,7.853981633974322918e-01,7.853981633974322918e-01,7.853981633974322918e-01,7.853981633974322918e-01,7.853981633974322918e-01,7.853981633974482790e-01,7.853981633974163046e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974163046e-01,7.853981633974163046e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974163046e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974802534e-01,7.853981633974163046e-01,7.853981633974163046e-01,7.853981633974802534e-01,7.853981633974163046e-01,7.853981633974163046e-01,7.853981633974802534e-01,7.853981633974163046e-01,7.853981633974163046e-01,7.853981633974163046e-01,7.853981633974163046e-01
7.853981633974482790e-01,7.853981633974802534e-01,7.853981633974802534e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974802534e-01,7.853981633974642662e-01,7.853981633974642662e-01,7.853981633974642662e-01,7.853981633974802534e-01,7.853981633974642662e-01,7.853981633974642662e-01,7.853981633974722598e-01,7.853981633974722598e-01,7.885612798250617450e-01,7.885612798250656308e-01,7.885612798250636324e-01,7.888786899567979960e-01,7.885612798250646316e-01,7.885612798250656308e-01,7.885612798250656308e-01,7.853981633974722598e-01,7.853981633974722598e-01,7.853981633974642662e-01,7.853981633974642662e-01,7.853981633974802534e-01,7.853981633974642662e-01,7.853981633974642662e-01,7.853981633974642662e-01,7.853981633974482790e-01,7.853981633974802534e-01,7.853981633974802534e-01,7.853981633974482790e-01,7.853981633974802534e-01,7.853981633974802534e-01,7.853981633974802534e-01,7.853981633974482790e-01,7.853981633974802534e-01,7.853981633974802534e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633975123389e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633975123389e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633975123389e-01,7.853981633974482790e-01,7.853981633975123389e-01
7.853981633974482790e-01,7.853981633974157495e-01,7.853981633974157495e-01,7.853981633974482790e-01,7.853981633974157495e-01,7.853981633974157495e-01,7.853981633974319587e-01,7.853981633974157495e-01,7.853981633974319587e-01,7.853981633974157495e-01,7.853981633974319587e-01,7.853981633974319587e-01,7.853981633974238541e-01,7.853981633974238541e-01,7.831098378722002318e-01,7.831098378722043396e-01,7.831098378722043396e-01,7.829272248918740518e-01,7.831098378722022302e-01,7.831098378722043396e-01,7.831098378722002318e-01,7.849396581567443798e-01,7.853981633974238541e-01,7.853981633974238541e-01,7.853981633974319587e-01,7.853981633974157495e-01,7.853981633974319587e-01,7.853981633974319587e-01,7.853981633974157495e-01,7.853981633974319587e-01,7.853981633974157495e-01,7.853981633974157495e-01,7.853981633974482790e-01,7.853981633974157495e-01,7.853981633974157495e-01,7.853981633974157495e-01,7.853981633974157495e-01,7.853981633974157495e-01,7.853981633974157495e-01,7.853981633974482790e-01,7.853981633974157495e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633973831089e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633973831089e-01,7.853981633974482790e-01,7.853981633974482790e-01,7.853981633973831089e-01,7.853981633974482790e-01,7.853981633973831089e-01
